Sample ID,pi estimate,consensus (1-rho)/(rho*psi),TmS
TCGA-C8-A1HJ,0.875,0.176,2.466
TCGA-C8-A1HK,0.821,0.103,0.942
TCGA-C8-A1HL,0.728,0.129,0.689
TCGA-C8-A1HM,0.838,0.31,3.212
TCGA-C8-A1HN,0.847,0.126,1.389
TCGA-C8-A1HO,0.635,0.12,0.419
TCGA-C8-A26V,0.659,0.172,0.666
TCGA-C8-A26W,0.665,0.307,1.222
TCGA-C8-A26X,0.719,0.802,4.112
TCGA-C8-A26Y,0.865,0.384,4.915
TCGA-C8-A26Z,0.729,0.109,0.584
TCGA-C8-A273,0.731,0.181,0.982
TCGA-C8-A274,0.656,0.108,0.412
TCGA-C8-A275,0.699,0.386,1.793
TCGA-C8-A278,0.763,0.75,4.823
TCGA-C8-A27A,0.746,0.099,0.581
TCGA-C8-A27B,0.873,0.225,3.108
TCGA-C8-A3M8,0.716,0.247,1.248
TCGA-C8-A8HQ,0.668,0.355,1.43
TCGA-C8-A8HR,0.427,1.582,2.358
TCGA-D8-A13Y,0.885,0.066,1.008
TCGA-D8-A13Z,0.772,0.402,2.722
TCGA-D8-A140,0.579,0.217,0.597
TCGA-D8-A141,0.319,1.216,1.139
TCGA-D8-A143,0.85,0.167,1.897
TCGA-D8-A145,0.252,0.74,0.498
TCGA-D8-A147,0.804,0.216,1.773
TCGA-D8-A1J8,0.89,0.287,4.632
TCGA-D8-A1J9,0.713,0.24,1.194
TCGA-D8-A1JB,0.314,1.417,1.299
TCGA-D8-A1JC,0.615,0.204,0.652
TCGA-D8-A1JD,0.565,0.241,0.626
TCGA-D8-A1JE,0.577,0.359,0.981
TCGA-D8-A1JF,0.802,0.291,2.361
TCGA-D8-A1JI,0.585,0.094,0.264
TCGA-D8-A1JJ,0.67,0.347,1.404
TCGA-D8-A1JK,0.733,0.365,1.998
TCGA-D8-A1JL,0.771,0.551,3.716
TCGA-D8-A1JN,0.726,0.067,0.355
TCGA-D8-A1JP,0.592,0.243,0.705
TCGA-D8-A1JS,0.856,0.058,0.688
TCGA-D8-A1JT,0.88,0.085,1.248
TCGA-D8-A1X5,0.739,0.234,1.325
TCGA-D8-A1X6,0.599,0.134,0.4
TCGA-D8-A1X7,0.497,0.154,0.304
TCGA-D8-A1X8,0.34,0.389,0.401
TCGA-D8-A1X9,0.644,0.164,0.593
TCGA-D8-A1XA,0.798,0.131,1.035
TCGA-D8-A1XB,0.298,0.303,0.257
TCGA-D8-A1XC,0.493,0.073,0.141
TCGA-D8-A1XF,0.786,0.102,0.749
TCGA-D8-A1XG,0.573,0.126,0.337
TCGA-D8-A1XJ,0.737,0.173,0.967
TCGA-D8-A1XK,0.893,0.36,6.018
TCGA-D8-A1XL,0.884,0.22,3.365
TCGA-D8-A1XM,0.387,0.459,0.578
TCGA-D8-A1XO,0.379,0.298,0.364
TCGA-D8-A1XQ,0.796,0.286,2.225
TCGA-D8-A1XR,0.544,0.112,0.266
TCGA-D8-A1XS,0.506,0.145,0.298
TCGA-D8-A1XT,0.684,0.414,1.797
TCGA-D8-A1XU,0.63,0.329,1.122
TCGA-D8-A1XW,0.67,0.215,0.875
TCGA-D8-A1XY,0.592,0.345,1.002
TCGA-D8-A1XZ,0.749,0.137,0.816
TCGA-D8-A1Y0,0.511,0.365,0.762
TCGA-D8-A1Y1,0.536,0.222,0.511
TCGA-D8-A1Y2,0.533,0.6,1.371
TCGA-D8-A1Y3,0.892,0.15,2.475
TCGA-D8-A27E,0.338,0.65,0.664
TCGA-D8-A27F,0.89,0.207,3.358
TCGA-D8-A27G,0.449,0.468,0.762
TCGA-D8-A27H,0.767,0.184,1.208
TCGA-D8-A27K,0.323,0.362,0.345
TCGA-D8-A27L,0.297,0.628,0.532
TCGA-D8-A27M,0.549,0.671,1.634
TCGA-D8-A27N,0.701,0.365,1.709
TCGA-D8-A27P,0.237,0.284,0.176
TCGA-D8-A27R,0.806,0.438,3.629
TCGA-D8-A27T,0.357,0.286,0.317
TCGA-D8-A27V,0.483,0.273,0.51
TCGA-D8-A27W,0.754,0.278,1.706
TCGA-D8-A3Z6,0.582,0.301,0.839
TCGA-D8-A73U,0.437,1.515,2.356
TCGA-D8-A73W,0.553,0.237,0.588
TCGA-E2-A107,0.745,0.348,2.028
TCGA-E2-A108,0.272,1.99,1.485
TCGA-E2-A109,0.679,0.117,0.497
TCGA-E2-A10A,0.52,0.119,0.258
TCGA-E2-A10B,0.529,0.29,0.65
TCGA-E2-A10C,0.83,0.357,3.491
TCGA-E2-A10F,0.342,0.472,0.491
TCGA-E2-A14N,0.883,1.278,19.328
TCGA-E2-A14O,0.893,0.165,2.76
TCGA-E2-A14P,0.845,0.41,4.484
TCGA-E2-A14Q,0.533,0.403,0.921
TCGA-E2-A14R,0.891,0.086,1.416
TCGA-E2-A14T,0.688,0.226,0.995
TCGA-E2-A14V,0.661,0.318,1.239
TCGA-E2-A14W,0.871,0.211,2.849
TCGA-E2-A14X,0.65,0.382,1.418
TCGA-E2-A14Y,0.822,0.163,1.505
TCGA-E2-A14Z,0.596,0.441,1.298
TCGA-E2-A150,0.757,0.313,1.944
TCGA-E2-A152,0.556,0.264,0.663
TCGA-E2-A153,0.393,0.316,0.409
TCGA-E2-A154,0.444,0.123,0.196
TCGA-E2-A155,0.755,0.131,0.808
TCGA-E2-A159,0.697,0.668,3.075
TCGA-E2-A15A,0.647,0.329,1.205
TCGA-E2-A15C,0.315,0.219,0.202
TCGA-E2-A15D,0.406,0.334,0.457
TCGA-E2-A15F,0.604,0.328,1.003
TCGA-E2-A15G,0.358,0.531,0.592
TCGA-E2-A15H,0.613,0.234,0.739
TCGA-E2-A15I,0.307,0.302,0.267
TCGA-E2-A15J,0.512,0.09,0.188
TCGA-E2-A15K,0.538,0.226,0.526
TCGA-E2-A15M,0.489,0.761,1.456
TCGA-E2-A15O,0.694,0.146,0.66
TCGA-E2-A15P,0.442,0.346,0.547
TCGA-E2-A15R,0.791,0.088,0.667
TCGA-E2-A15S,0.815,0.102,0.9
TCGA-E2-A15T,0.64,0.086,0.307
TCGA-E2-A1AZ,0.749,0.339,2.029
TCGA-E2-A1B0,0.629,0.471,1.599
TCGA-E2-A1B4,0.537,0.14,0.326
TCGA-E2-A1BC,0.241,0.401,0.255
TCGA-E2-A1BD,0.642,0.109,0.392
TCGA-E2-A1IE,0.623,0.207,0.685
TCGA-E2-A1IF,0.628,0.842,2.843
TCGA-E2-A1IG,0.495,0.166,0.326
TCGA-E2-A1IH,0.516,0.36,0.768
TCGA-E2-A1II,0.89,0.651,10.534
TCGA-E2-A1IJ,0.292,0.722,0.594
TCGA-E2-A1IL,0.384,0.165,0.206
TCGA-E2-A1IN,0.505,0.162,0.331
TCGA-E2-A1IO,0.569,0.509,1.342
TCGA-E2-A1IU,0.344,0.264,0.277
TCGA-E2-A1L6,0.317,0.488,0.453
TCGA-E2-A1L7,0.74,0.171,0.976
TCGA-E2-A1L8,0.601,0.277,0.834
TCGA-E2-A1L9,0.485,0.291,0.549
TCGA-E2-A1LA,0.726,0.404,2.141
TCGA-E2-A1LB,0.745,0.259,1.509
TCGA-E2-A1LE,0.751,0.432,2.61
TCGA-E2-A1LG,0.889,0.108,1.718
TCGA-E2-A1LH,0.844,0.688,7.451
TCGA-E2-A1LI,0.877,0.499,7.112
TCGA-E2-A1LK,0.881,0.133,1.961
TCGA-E2-A1LL,0.84,0.413,4.353
TCGA-E2-A2P5,0.813,0.224,1.946
TCGA-E2-A2P6,0.662,0.113,0.443
TCGA-E2-A56Z,0.83,0.099,0.972
TCGA-E2-A570,0.583,0.303,0.845
TCGA-E2-A573,0.842,0.673,7.171
TCGA-E2-A576,0.893,0.143,2.376
TCGA-E9-A1N3,0.46,0.208,0.353
TCGA-E9-A1N4,0.376,0.306,0.369
TCGA-E9-A1N5,0.46,0.3,0.511
TCGA-E9-A1N8,0.889,0.051,0.811
TCGA-E9-A1N9,0.686,0.235,1.029
TCGA-E9-A1NA,0.706,0.19,0.911
TCGA-E9-A1NC,0.807,0.766,6.393
TCGA-E9-A1ND,0.688,0.602,2.652
TCGA-E9-A1NE,0.421,1.522,2.213
TCGA-E9-A1NF,0.539,0.33,0.771
TCGA-E9-A1NG,0.315,0.974,0.895
TCGA-E9-A1NH,0.432,0.229,0.347
TCGA-E9-A1NI,0.643,0.152,0.546
TCGA-E9-A1R0,0.373,0.495,0.588
TCGA-E9-A1R2,0.597,0.257,0.761
TCGA-E9-A1R3,0.491,0.259,0.499
TCGA-E9-A1R4,0.649,0.458,1.694
TCGA-E9-A1R5,0.593,0.203,0.59
TCGA-E9-A1R6,0.716,0.187,0.939
TCGA-E9-A1R7,0.841,0.269,2.844
TCGA-E9-A1RA,0.509,0.599,1.242
TCGA-E9-A1RB,0.889,0.227,3.633
TCGA-E9-A1RC,0.698,0.068,0.313
TCGA-E9-A1RE,0.723,0.101,0.529
TCGA-E9-A1RF,0.691,0.303,1.356
TCGA-E9-A1RG,0.904,0.173,3.243
TCGA-E9-A1RH,0.899,0.442,7.845
TCGA-E9-A1RI,0.387,0.365,0.461
TCGA-E9-A226,0.894,0.318,5.351
TCGA-E9-A227,0.479,0.388,0.715
TCGA-E9-A228,0.704,0.177,0.845
TCGA-E9-A229,0.387,0.366,0.462
TCGA-E9-A22A,0.657,0.693,2.651
TCGA-E9-A22B,0.798,0.277,2.189
TCGA-E9-A22D,0.737,0.473,2.651
TCGA-E9-A22E,0.549,0.399,0.97
TCGA-E9-A22G,0.884,0.085,1.301
TCGA-E9-A22H,0.595,0.21,0.617
TCGA-E9-A243,0.664,1.213,4.803
TCGA-E9-A244,0.88,0.317,4.674
TCGA-E9-A247,0.888,0.103,1.63
TCGA-E9-A248,0.607,0.811,2.5
TCGA-E9-A249,0.586,0.153,0.435
TCGA-E9-A24A,0.379,0.325,0.396
TCGA-E9-A295,0.622,0.342,1.126
TCGA-E9-A2JS,0.844,0.185,2.005
TCGA-E9-A3HO,0.854,0.106,1.24
TCGA-E9-A3QA,0.831,1.342,13.207
TCGA-E9-A3X8,0.885,0.851,13.044
TCGA-E9-A54X,0.664,0.137,0.54
TCGA-E9-A5FL,0.903,0.609,11.283
TCGA-E9-A5UO,0.763,0.075,0.483
TCGA-E9-A6HE,0.883,0.304,4.586
TCGA-EW-A1IW,0.526,0.408,0.907
TCGA-EW-A1IX,0.192,0.426,0.203
TCGA-EW-A1IY,0.847,0.471,5.22
TCGA-EW-A1IZ,0.61,1.114,3.484
TCGA-EW-A1J1,0.691,0.152,0.679
TCGA-EW-A1J3,0.748,0.154,0.913
TCGA-EW-A1J5,0.504,0.253,0.514
TCGA-EW-A1J6,0.879,0.174,2.518
TCGA-EW-A1OV,0.606,0.594,1.824
TCGA-EW-A1OX,0.639,0.05,0.176
TCGA-EW-A1OY,0.701,0.125,0.587
TCGA-EW-A1OZ,0.827,0.149,1.431
TCGA-EW-A1P0,0.582,0.108,0.302
TCGA-EW-A1P3,0.64,0.263,0.936
TCGA-EW-A1P4,0.784,0.429,3.116
TCGA-EW-A1P5,0.616,0.21,0.673
TCGA-EW-A1P6,0.482,0.163,0.303
TCGA-EW-A1P8,0.835,0.285,2.894
TCGA-EW-A1PA,0.634,0.294,1.019
TCGA-EW-A1PB,0.884,0.606,9.247
TCGA-EW-A1PD,0.544,0.338,0.805
TCGA-EW-A1PE,0.416,0.249,0.356
TCGA-EW-A1PH,0.843,0.118,1.27
TCGA-EW-A2FR,0.544,0.896,2.141
TCGA-EW-A2FS,0.785,0.441,3.226
TCGA-EW-A2FV,0.585,0.383,1.081
TCGA-EW-A2FW,0.773,0.117,0.793
TCGA-EW-A3U0,0.69,0.685,3.053
TCGA-EW-A423,0.881,0.151,2.222
TCGA-EW-A6S9,0.574,0.201,0.542
TCGA-EW-A6SA,0.853,0.035,0.408
TCGA-EW-A6SB,0.891,1.148,18.863
TCGA-EW-A6SC,0.45,0.311,0.508
TCGA-EW-A6SD,0.793,0.236,1.81
TCGA-GI-A2C8,0.524,0.37,0.814
TCGA-GI-A2C9,0.735,0.169,0.94
TCGA-GM-A2D9,0.646,0.188,0.688
TCGA-GM-A2DA,0.692,0.476,2.137
TCGA-GM-A2DB,0.88,0.638,9.334
TCGA-GM-A2DC,0.848,0.188,2.101
TCGA-GM-A2DD,0.731,0.687,3.724
TCGA-GM-A2DF,0.82,0.926,8.454
TCGA-GM-A2DH,0.712,0.512,2.529
TCGA-GM-A2DK,0.741,0.499,2.848
TCGA-GM-A2DL,0.532,0.415,0.944
TCGA-GM-A2DM,0.297,0.19,0.161
TCGA-GM-A2DN,0.387,1.088,1.376
TCGA-GM-A2DO,0.673,1.018,4.184
TCGA-GM-A3NW,0.587,0.224,0.636
TCGA-GM-A3NY,0.831,0.187,1.845
TCGA-GM-A3XN,0.452,0.933,1.54
TCGA-GM-A5PV,0.522,0.347,0.757
TCGA-GM-A5PX,0.58,0.484,1.336
TCGA-HN-A2NL,0.891,0.103,1.681
TCGA-HN-A2OB,0.241,0.712,0.453
TCGA-JL-A3YW,0.651,0.686,2.557
TCGA-JL-A3YX,0.748,0.21,1.246
TCGA-LD-A66U,0.748,0.563,3.341
TCGA-LD-A74U,0.374,0.898,1.075
TCGA-LD-A7W6,0.376,0.39,0.47
TCGA-LL-A441,0.665,1.382,5.497
TCGA-LL-A50Y,0.807,0.15,1.252
TCGA-LL-A5YL,0.888,0.451,7.162
TCGA-LL-A5YM,0.902,0.184,3.398
TCGA-LL-A5YN,0.857,0.926,11.075
TCGA-LL-A5YP,0.782,0.416,2.98
TCGA-LL-A6FP,0.892,0.037,0.613
TCGA-LL-A6FQ,0.9,0.094,1.695
TCGA-LL-A73Y,0.494,0.379,0.74
TCGA-LL-A73Z,0.517,1.403,3.005
TCGA-LL-A740,0.615,0.376,1.199
TCGA-LL-A7T0,0.88,0.199,2.907
TCGA-LL-A8F5,0.864,0.299,3.794
TCGA-LL-A9Q3,0.9,0.212,3.833
TCGA-LQ-A4E4,0.692,0.124,0.556
TCGA-MS-A51U,0.426,0.938,1.394
TCGA-OK-A5Q2,0.425,0.832,1.231
TCGA-OL-A5D6,0.682,0.513,2.2
TCGA-OL-A5D7,0.887,0.393,6.142
TCGA-OL-A5D8,0.75,0.151,0.909
TCGA-OL-A5DA,0.528,0.237,0.529
TCGA-OL-A5RU,0.448,0.653,1.062
TCGA-OL-A5RV,0.398,0.513,0.678
TCGA-OL-A5RW,0.892,0.109,1.801
TCGA-OL-A5RX,0.353,0.614,0.67
TCGA-OL-A5RZ,0.892,0.067,1.098
TCGA-OL-A5S0,0.903,0.453,8.461
TCGA-OL-A66H,0.558,0.345,0.871
TCGA-OL-A66I,0.749,0.712,4.243
TCGA-OL-A66J,0.483,0.363,0.678
TCGA-OL-A66K,0.611,0.249,0.78
TCGA-OL-A66L,0.865,0.351,4.483
TCGA-OL-A66N,0.792,0.393,2.983
TCGA-OL-A66O,0.891,0.104,1.709
TCGA-OL-A66P,0.884,1.328,20.183
TCGA-OL-A6VO,0.875,0.183,2.563
TCGA-OL-A6VQ,0.135,0.504,0.157
TCGA-OL-A6VR,0.54,0.153,0.359
TCGA-OL-A97C,0.57,0.208,0.553
TCGA-PE-A5DD,0.704,0.201,0.954
TCGA-PE-A5DE,0.548,0.512,1.243
TCGA-PL-A8LV,0.836,0.329,3.357
TCGA-PL-A8LX,0.774,0.197,1.355
TCGA-PL-A8LY,0.402,0.596,0.802
TCGA-PL-A8LZ,0.704,1.056,5.019
TCGA-S3-A6ZF,0.671,0.233,0.951
TCGA-S3-A6ZG,0.518,0.139,0.3
TCGA-S3-A6ZH,0.757,0.124,0.77
TCGA-S3-AA10,0.81,0.485,4.132
TCGA-S3-AA11,0.497,0.303,0.599
TCGA-S3-AA12,0.672,0.048,0.195
TCGA-S3-AA14,0.502,0.28,0.565
TCGA-S3-AA17,0.64,0.467,1.655
TCGA-UL-AAZ6,0.859,0.043,0.523
TCGA-UU-A93S,0.874,0.197,2.733
TCGA-W8-A86G,0.473,0.474,0.853
TCGA-WT-AB44,0.895,0.175,2.975
TCGA-XX-A899,0.252,0.806,0.543
TCGA-XX-A89A,0.414,0.539,0.763
TCGA-Z7-A8R5,0.637,0.963,3.374
TCGA-Z7-A8R6,0.714,0.117,0.583
