Sample ID,pi estimate,consensus (1-rho)/(rho*psi),TmS
TCGA-97-7546,0.431,0.37,0.561
TCGA-97-7547,0.594,0.231,0.675
TCGA-97-7553,0.275,1.67,1.267
TCGA-97-7554,0.526,0.481,1.067
TCGA-97-7937,0.791,0.266,2.015
TCGA-97-7938,0.474,0.313,0.564
TCGA-97-7941,0.384,0.851,1.063
TCGA-97-8171,0.849,0.111,1.249
TCGA-97-8172,0.387,0.532,0.671
TCGA-97-8174,0.423,0.615,0.904
TCGA-97-8175,0.611,0.628,1.972
TCGA-97-8176,0.717,0.492,2.493
TCGA-97-8177,0.579,0.954,2.628
TCGA-97-8179,0.624,0.394,1.309
TCGA-97-8547,0.514,0.564,1.196
TCGA-97-8552,0.371,0.748,0.882
TCGA-97-A4LX,0.427,1.727,2.574
TCGA-97-A4M0,0.572,0.233,0.623
TCGA-97-A4M1,0.513,0.62,1.306
TCGA-97-A4M2,0.298,1.158,0.982
TCGA-97-A4M3,0.616,0.248,0.793
TCGA-97-A4M5,0.416,1.467,2.088
TCGA-97-A4M6,0.513,0.713,1.499
TCGA-97-A4M7,0.434,0.798,1.225
TCGA-99-7458,0.509,0.971,2.015
TCGA-99-8025,0.615,0.314,1.005
TCGA-99-8028,0.416,1.798,2.563
TCGA-99-8032,0.603,0.589,1.79
TCGA-99-8033,0.865,0.837,10.748
TCGA-J2-8192,0.445,0.539,0.863
TCGA-J2-8194,0.628,0.396,1.333
TCGA-J2-A4AD,0.707,0.432,2.08
TCGA-J2-A4AE,0.428,0.44,0.657
TCGA-L4-A4E5,0.83,0.299,2.917
TCGA-L9-A443,0.671,0.357,1.459
TCGA-L9-A444,0.626,0.651,2.179
TCGA-L9-A50W,0.632,0.174,0.596
TCGA-L9-A5IP,0.83,0.358,3.492
TCGA-L9-A743,0.401,1.65,2.206
TCGA-L9-A7SV,0.863,0.09,1.142
TCGA-L9-A8F4,0.674,0.728,3.012
TCGA-MN-A4N1,0.823,0.223,2.071
TCGA-MN-A4N4,0.62,0.465,1.519
TCGA-MN-A4N5,0.678,0.492,2.075
TCGA-MP-A4SV,0.599,0.524,1.567
TCGA-MP-A4SW,0.55,0.576,1.408
TCGA-MP-A4SY,0.631,0.87,2.979
TCGA-MP-A4T7,0.56,0.622,1.581
TCGA-MP-A4T8,0.691,0.221,0.986
TCGA-MP-A4TE,0.787,0.151,1.12
TCGA-MP-A4TF,0.818,0.51,4.581
TCGA-MP-A4TH,0.338,0.711,0.727
TCGA-MP-A4TI,0.462,1.497,2.573
TCGA-MP-A4TK,0.466,0.771,1.343
TCGA-MP-A5C7,0.789,0.09,0.67
TCGA-NJ-A4YF,0.859,0.25,3.062
TCGA-NJ-A4YG,0.517,0.898,1.925
TCGA-NJ-A4YI,0.637,0.24,0.842
TCGA-NJ-A4YP,0.708,0.658,3.192
TCGA-NJ-A4YQ,0.655,1.266,4.8
TCGA-NJ-A55R,0.706,0.826,3.96
TCGA-NJ-A7XG,0.583,0.165,0.461
TCGA-O1-A52J,0.733,0.288,1.582
TCGA-S2-AA1A,0.4,0.802,1.07
