"sample.id","PiT","(1-rho)/(rho*psi)","TmS"
"SRR8518330",0.584625847273938,0.289105295191722,0.813812930070831
"SRR8518180",0.590638490376433,0.598935226264419,1.72832173791514
"SRR8518329",0.875173682446761,0.266666666666667,3.73926994286173
"SRR8518243",0.8907166897631,0.272294077603812,4.43868105604784
"SRR8518244",0.813270894311426,1.17142385744927,10.2039253564936
"SRR8518233",0.5353180854666,0.09765625,0.225001899789195
"SRR8518209",0.821300679482889,1.58279220779221,14.5490012158774
"SRR8518177",0.49854658166291,0.126673905175534,0.251879197954539
"SRR8518122",0.635674509996934,0.0856290784539522,0.298810947799711
"SRR8518357",0.680606272642927,0.587116513685603,2.50221058061001
"SRR8613785",0.80111040628298,0.0993972040528409,0.800727006717691
"SRR8518126",0.868451728173439,0.123430288719545,1.62971730542783
"SRR8518440",0.806314761410847,0.474554082801506,3.95115254872158
"SRR8518239",0.857581341802945,0.0611400827189355,0.736316362474085
"SRR8518351",0.703025684990345,1.24594640723673,5.89904434247375
"SRR8518240",0.835089063469676,0.116761805915932,1.18253536366806
"SRR8518258",0.655088641314527,0.282131661442006,1.071702871545
"SRR8518164",0.771193859080546,0.168067226890756,1.13294523276344
"SRR8518185",0.542903424345112,0.569200779727095,1.35210399251409
"SRR8613786",0.761805881755812,1.05529131985731,6.75018460035186
"SRR8518390",0.343743471184202,0.613496932515337,0.642692471263398
"SRR8518216",0.429800905304462,0.778388278388278,1.17345674464215
"SRR8518265",0.843988296896401,0.164203612479475,1.77660937588459
"SRR8518262",0.83486861747731,0.0936362059996532,0.946808882170041
"SRR8613788",0.733344783608823,0.454357703428335,2.49911369603853
"SRR8518399",0.750908434453982,0.170697012802276,1.02916231923275
"SRR8518393",0.349565706803326,1.03121516164994,1.10842082165391
"SRR8518362",0.588053227396829,0.519342872284049,1.48272190721284
"SRR8518138",0.3781862027717,0.306959844640732,0.37338501836249
"SRR8518398",0.703933590023147,0.172820109976434,0.82180130095418
"SRR8518343",0.875824854202026,0.166139240506329,2.3436070907527
"SRR8518395",0.878476867291357,1.02790014684288,14.8611458700922
"SRR8518396",0.920592127241004,0.241317805057182,5.59529587634129
"SRR8518365",0.840340282071058,0.75707702435813,7.96947819338848
"SRR8518295",0.841253691549295,0.293650793650794,3.11232200100982
"SRR8518342",0.660396790077104,0.777893881342157,3.02540498586933
"SRR8518128",0.353820435839638,0.279850746268657,0.306468723267303
"SRR8518428",0.796679516137881,0.657414170927685,5.15194921483694
"SRR8518296",0.127028256759052,0.469641060046964,0.136677242126434
"SRR8613789",0.255758730126771,1.11723293541475,0.767874850224722
"SRR8518228",0.362436266983457,0.356141547321361,0.404912030733457
"SRR8518391",0.675560226751927,0.490692421528156,2.04347500452448
"SRR8518426",0.555752244098211,0.290186004471719,0.726043164196441
"SRR8518431",0.545405941625683,0.236476500147798,0.567432353588993
"SRR8518429",0.550885806078008,0.551350341089618,1.35257839183455
"SRR8518430",0.503890770953942,0.362027353177796,0.735411604617573
"SRR8613780",0.880311894754985,0.153105861767279,2.25220227180532
"SRR8518424",0.846134375750755,0.887198986058302,9.75772936805057
"SRR8613781",0.32509949433705,0.336700336700337,0.324377025312408
"SRR8518155",0.75433709922199,0.367177522349936,2.25492433926158
"SRR8518154",0.783025207193784,0.378787878787879,2.73396235050467
"SRR8613769",0.480483449319542,2.1978021978022,4.06534721382378
"SRR8518157",0.817921008730047,0.37746806039489,3.39126501710262
"SRR8518178",0.481986120075356,1.83507549361208,3.41489273353109
"SRR8518159",0.72858926077811,0.957690108633505,5.14174737745613
"SRR8613768",0.692732363611383,0.105820105820106,0.477141119604642
"SRR8518276",0.108316226433411,0.284900284900285,0.0692158468843061
"SRR8518438",0.510483526745068,0.401606425702811,0.837616201935188
"SRR8518406",0.530917385172744,0.356141547321361,0.806176707805992
"SRR8518161",0.571150060190059,0.568784343969922,1.51503443109987
"SRR8518160",0.398885663107348,0.157556659798812,0.209101959023983
"SRR8518381",0.0815779947713539,0.329558898090248,0.0585455355211493
"SRR8518152",0.851798636368523,0.291060291060291,3.34578242670803
"SRR8518451",0.381817878718153,1.19949494949495,1.48172715250848
"SRR8518392",0.751661896242416,0.0783699059561128,0.474415091586706
"SRR8518303",0.636760900021861,0.0476764026899528,0.167154191762319
"SRR8518405",0.169247223774253,0.548418601156938,0.223455950718964
"SRR8518369",0.821638528001948,0.478468899521531,4.408221998772
"SRR8518368",0.36832903680156,0.754458161865569,0.879853164881734
"SRR8613766",0.704348586065843,0.318358684117439,1.51689103079912
"SRR8613765",0.512438208930789,0.723140495867769,1.52007325961767
"SRR8613763",0.406572120658358,0.807075732448867,1.10589510030324
"SRR8613762",0.0393916282229589,0.122335973214861,0.0100332525028049
"SRR8613760",0.884082702807458,0.0980895884908216,1.49622723459802
"SRR8613774",0.3858513916393,1.26105778279691,1.58457055444138
"SRR8613775",0.631584151886277,0.173295574622765,0.594169545551031
"SRR8613772",0.586488789803435,0.098095057274856,0.278259210430987
"SRR8613778",0.647265515452221,0.241290018832392,0.885531272130947
"SRR8613779",0.499977249977238,0.0494868989946346,0.0989647917744238
"SRR8613770",0.90340656213866,0.431034482758621,8.0626466736004
"SRR8613771",0.789096605291615,0.263225475089882,1.96972010912293
"SRR8613753",0.807482414062893,0.176558468015754,1.48108919278868
"SRR8613755",0.352818464956425,0.849780701754386,0.926535466505204
"SRR8613754",0.432563175976336,0.445624348155874,0.679408438683388
"SRR8613757",0.684241844678862,0.50584336298622,2.1923056616304
"SRR8613756",0.487701453198126,0.0536552649228706,0.102158207701239
"SRR8613759",0.667615564576368,0.732961382780877,2.9444003703378
"SRR8613758",0.533801369164187,0.114155251141553,0.261417453103173
"SRR8613751",0.858876518999297,0.329517863336802,4.01088682625945
"SRR8613750",0.681542086446793,0.97629009762901,4.17878006353419
"SRR8613733",0.605839657810332,0.590551181102362,1.81539991309618
"SRR8613735",0.644196766980537,0.432900432900433,1.56756900117138
"SRR8518354",0.759077200681538,0.386184785776742,2.43351037728661
"SRR8613730",0.54649504029917,0.475258596589321,1.14541841424158
"SRR8613731",0.73826771615851,0.0753012048192771,0.424803907947249
"SRR8518404",0.570928995894425,0.447483958122256,1.19085915592069
"SRR8518411",0.878060562662621,0.103333877195845,1.48817157654508
"SRR8613713",0.60481288176599,0.276659959758551,0.846826729973262
"SRR8613712",0.43988403147639,0.180209698558322,0.283053414534595
"SRR8613717",0.499594846186768,0.614863660666548,1.22773602004582
"SRR8613716",0.619180717905806,0.271898883009994,0.884170279688062
"SRR8613719",0.682902984694638,0.718757245536749,3.09584413953103
"SRR8613718",0.679400375533323,0.698260073260073,2.95944299237399
"SRR8613729",0.856806401722321,0.776470588235294,9.29210493696773
"SRR8613724",0.914442879376378,2.11038961038961,45.1121014326855
"SRR8613707",0.604613859793306,1.08043217286915,3.30433568532165
